queue_length,priority,num_doctors,arrival_rate,dept_load,time_of_day,free_doctors,wait_time
13,1,5,0.607,2,10,3,39.0
5,2,5,0.45,2,8,3,16.0
19,1,5,0.728,2,10,3,58.0
3,2,5,0.643,2,21,3,10.0
5,2,5,0.336,2,15,3,15.0
8,2,5,0.567,2,18,3,25.0
9,2,5,0.55,2,12,3,26.0
18,1,5,0.149,2,4,3,54.0
8,2,5,0.577,2,10,3,24.0
13,1,5,0.211,2,1,3,39.0
4,2,5,0.218,2,2,3,11.0
4,2,5,0.607,2,11,3,12.0
5,2,5,0.423,2,8,3,14.0
7,2,5,0.116,2,2,3,21.0
8,2,5,0.522,2,10,3,25.0
16,1,5,0.134,2,2,3,48.0
17,1,5,0.63,2,20,3,52.0
3,2,5,0.143,2,23,3,10.0
7,2,5,0.571,2,18,3,20.0
9,2,5,0.6,2,21,3,27.0
11,2,5,0.262,2,22,3,32.0
12,2,5,0.503,2,9,3,35.0
13,1,5,0.662,2,21,3,38.0
7,2,5,0.667,2,12,3,22.0
10,2,5,0.7,2,12,3,31.0
7,2,5,0.287,2,1,3,22.0
5,2,5,0.304,2,16,3,15.0
8,2,5,0.538,2,13,3,23.0
8,2,5,0.477,2,8,3,25.0
18,1,5,0.615,2,18,3,53.0
19,1,5,0.641,2,12,3,58.0
13,1,5,0.233,2,5,3,39.0
11,2,5,0.436,2,16,3,34.0
5,2,5,0.286,2,0,3,16.0
10,2,5,0.299,2,23,3,29.0
16,1,5,0.444,2,16,3,48.0
12,1,5,0.572,2,20,3,36.0
14,1,5,0.72,2,21,3,41.0
16,1,5,0.11,2,23,3,47.0
17,1,5,0.146,2,22,3,50.0
4,2,5,0.279,2,23,3,12.0
16,1,5,0.564,2,18,3,47.0
18,1,5,0.555,2,20,3,53.0
5,2,5,0.328,2,16,3,15.0
11,2,5,0.272,2,0,3,32.0
13,1,5,0.625,2,19,3,40.0
16,1,5,0.235,2,0,3,49.0
18,1,5,0.148,2,3,3,54.0
19,1,5,0.252,2,3,3,57.0
5,2,5,0.69,2,18,3,14.0
6,2,5,0.363,2,7,3,17.0
6,2,5,0.603,2,18,3,19.0
10,2,5,0.142,2,0,3,30.0
13,1,5,0.744,2,13,3,40.0
16,1,5,0.229,2,0,3,49.0
18,1,5,0.487,2,8,3,53.0
8,2,5,0.576,2,18,3,24.0
19,1,5,0.456,2,16,3,56.0
5,2,5,0.253,2,5,3,14.0
7,2,5,0.238,2,2,3,21.0
9,2,5,0.293,2,23,3,27.0
13,1,5,0.379,2,16,3,38.0
18,1,5,0.326,2,7,3,53.0
7,2,5,0.434,2,14,3,22.0
10,2,5,0.446,2,15,3,29.0
16,1,5,0.644,2,13,3,47.0
5,2,5,0.552,2,21,3,15.0
10,2,5,0.626,2,21,3,31.0
17,1,5,0.162,2,2,3,50.0
3,2,5,0.607,2,11,3,10.0
13,1,5,0.661,2,11,3,39.0
15,1,5,0.686,2,10,3,44.0
19,1,5,0.346,2,16,3,56.0
4,2,5,0.381,2,8,3,13.0
5,2,5,0.567,2,12,3,14.0
11,2,5,0.14,2,3,3,33.0
12,1,5,0.696,2,12,3,36.0
13,1,5,0.282,2,1,3,39.0
5,2,5,0.374,2,8,3,14.0
7,2,5,0.688,2,19,3,21.0
9,2,5,0.724,2,11,3,27.0
9,2,5,0.712,2,18,3,27.0
10,2,5,0.337,2,15,3,31.0
19,1,5,0.291,2,22,3,58.0
7,2,5,0.175,2,4,3,20.0
7,2,5,0.168,2,23,3,21.0
8,2,5,0.312,2,8,3,23.0
16,1,5,0.197,2,22,3,48.0
19,1,5,0.322,2,15,3,57.0
19,1,5,0.562,2,10,3,58.0
11,2,5,0.163,2,23,3,33.0
14,1,5,0.702,2,20,3,41.0
19,1,5,0.719,2,13,3,56.0
10,2,5,0.16,2,22,3,31.0
14,1,5,0.715,2,21,3,42.0
8,2,5,0.714,2,13,3,25.0
8,2,5,0.453,2,6,3,25.0
19,1,5,0.537,2,18,3,56.0
9,2,5,0.673,2,12,3,28.0
18,1,5,0.736,2,20,3,53.0
7,2,5,0.671,2,9,3,20.0
18,1,5,0.583,2,12,3,53.0
19,1,5,0.2,2,5,3,57.0
18,1,5,0.661,2,13,3,54.0
20,1,5,0.202,2,22,3,59.0
11,2,5,0.124,2,23,3,32.0
19,1,5,0.578,2,12,3,57.0
18,1,5,0.26,2,23,3,55.0
10,2,5,0.272,2,5,3,29.0
4,2,5,0.534,2,21,3,12.0
12,2,5,0.738,2,10,3,35.0
8,2,5,0.166,2,23,3,23.0
13,1,5,0.666,2,10,3,39.0
17,1,5,0.688,2,21,3,51.0
6,2,5,0.703,2,20,3,17.0
9,1,2,0.489,0,6,2,44.0
6,2,2,0.163,0,4,2,31.0
10,1,2,0.715,0,13,2,52.0
7,2,2,0.533,0,9,2,34.0
11,1,2,0.241,0,23,2,53.0
11,1,2,0.685,0,10,2,53.0
4,2,2,0.436,0,15,2,18.0
8,1,2,0.15,0,5,2,39.0
3,2,2,0.718,0,17,2,15.0
15,2,4,0.542,5,21,1,19.0
28,1,4,0.111,5,4,1,37.0
28,1,4,0.679,5,20,1,37.0
28,1,4,0.195,5,22,1,40.0
28,1,4,0.47,5,14,1,44.0
28,1,4,0.377,5,16,1,46.0
28,1,4,0.334,5,15,1,55.0
28,1,4,0.267,5,23,1,57.0
28,1,4,0.21,5,3,1,57.0
28,1,4,0.547,5,10,1,58.0
17,2,4,0.244,5,23,1,21.0
23,2,4,0.402,5,15,1,29.0
26,2,4,0.221,5,23,1,33.0
28,1,4,0.615,5,10,1,38.0
28,1,4,0.466,5,8,1,49.0
28,1,4,0.707,5,18,1,52.0
28,1,4,0.677,5,18,1,54.0
28,1,4,0.526,5,9,1,58.0
28,1,4,0.268,5,3,1,37.0
28,1,4,0.668,5,11,1,46.0
28,1,4,0.439,5,14,1,48.0
28,1,4,0.591,5,12,1,56.0
28,1,4,0.276,5,1,1,60.0
10,2,4,0.681,5,21,1,13.0
11,2,4,0.123,5,23,1,14.0
12,2,4,0.602,5,12,1,15.0
16,2,4,0.722,5,20,1,20.0
18,2,4,0.309,5,14,1,22.0
18,2,4,0.74,5,11,1,23.0
22,2,4,0.67,5,21,1,27.0
23,2,4,0.426,5,16,1,29.0
23,2,4,0.354,5,7,1,29.0
28,1,4,0.15,5,23,1,41.0
28,1,4,0.488,5,15,1,47.0
28,1,4,0.16,5,3,1,50.0
28,1,4,0.455,5,16,1,59.0
8,2,4,0.598,5,17,1,10.0
12,2,4,0.328,5,14,1,15.0
13,2,4,0.503,5,18,1,16.0
18,2,4,0.209,5,5,1,23.0
18,2,4,0.295,5,22,1,23.0
24,2,4,0.592,5,10,1,30.0
26,2,4,0.171,5,4,1,33.0
28,1,4,0.369,5,8,1,41.0
28,1,4,0.63,5,11,1,43.0
28,1,4,0.61,5,19,1,49.0
13,2,4,0.476,5,15,1,16.0
16,2,4,0.626,5,20,1,20.0
23,2,4,0.202,5,0,1,29.0
27,2,4,0.328,5,7,1,34.0
28,1,4,0.746,5,21,1,36.0
28,1,4,0.15,5,0,1,37.0
28,1,4,0.315,5,7,1,39.0
28,1,4,0.233,5,3,1,40.0
28,1,4,0.219,5,3,1,45.0
28,1,4,0.383,5,16,1,46.0
28,1,4,0.384,5,16,1,47.0
28,1,4,0.457,5,14,1,50.0
28,1,4,0.139,5,5,1,50.0
28,1,4,0.705,5,18,1,50.0
28,1,4,0.43,5,16,1,55.0
28,1,4,0.605,5,13,1,55.0
28,1,4,0.392,5,6,1,56.0
9,2,4,0.564,5,21,1,11.0
18,2,4,0.688,5,17,1,22.0
20,2,4,0.203,5,4,1,25.0
28,1,4,0.364,5,14,1,40.0
28,1,4,0.219,5,2,1,47.0
28,1,4,0.749,5,21,1,47.0
28,1,4,0.609,5,20,1,49.0
28,1,4,0.284,5,4,1,51.0
28,1,4,0.586,5,11,1,57.0
28,1,4,0.311,5,6,1,59.0
28,1,4,0.551,5,13,1,59.0
28,1,4,0.605,5,21,1,59.0
9,2,4,0.555,5,12,1,11.0
9,2,4,0.5,5,19,1,11.0
14,2,4,0.283,5,0,1,18.0
18,2,4,0.711,5,9,1,22.0
25,2,4,0.448,5,6,1,31.0
28,1,4,0.542,5,9,1,42.0
28,1,4,0.53,5,17,1,46.0
28,1,4,0.114,5,23,1,51.0
28,1,4,0.445,5,7,1,55.0
28,1,4,0.486,5,15,1,57.0
10,2,4,0.186,5,5,1,12.0
11,2,4,0.53,5,12,1,14.0
13,2,4,0.628,5,13,1,16.0
18,2,4,0.587,5,11,1,23.0
22,2,4,0.175,5,0,1,28.0
26,2,4,0.655,5,20,1,32.0
26,2,4,0.68,5,18,1,32.0
26,2,4,0.322,5,15,1,32.0
27,2,4,0.307,5,8,1,34.0
27,2,4,0.299,5,3,1,34.0
28,1,4,0.347,5,15,1,36.0
28,1,4,0.513,5,20,1,49.0
28,1,4,0.138,5,22,1,53.0
8,2,4,0.308,5,6,1,10.0
9,2,4,0.378,5,8,1,11.0
10,2,4,0.701,5,12,1,12.0
11,2,4,0.168,5,23,1,14.0
28,2,4,0.389,5,15,1,35.0
28,1,4,0.669,5,12,1,38.0
28,1,4,0.627,5,10,1,38.0
28,1,4,0.272,5,2,1,47.0
14,2,4,0.273,5,4,1,17.0
28,2,4,0.502,5,20,1,35.0
28,1,4,0.256,5,3,1,36.0
28,1,4,0.192,5,5,1,44.0
28,1,4,0.498,5,15,1,50.0
28,1,4,0.621,5,21,1,59.0
12,2,4,0.747,5,10,1,15.0
21,2,4,0.251,5,23,1,26.0
22,2,4,0.562,5,20,1,27.0
26,2,4,0.635,5,20,1,32.0
28,1,4,0.298,5,4,1,38.0
28,1,4,0.714,5,19,1,40.0
28,1,4,0.524,5,9,1,41.0
28,1,4,0.241,5,22,1,49.0
28,1,4,0.586,5,9,1,57.0
28,1,4,0.502,5,18,1,60.0
28,1,4,0.601,5,11,1,60.0
24,2,4,0.559,5,21,1,30.0
26,2,4,0.705,5,21,1,32.0
28,1,4,0.584,5,10,1,36.0
28,1,4,0.266,5,22,1,44.0
28,1,4,0.5,5,18,1,49.0
28,1,4,0.577,5,13,1,49.0
22,2,4,0.148,5,1,1,28.0
28,1,4,0.347,5,8,1,37.0
28,1,4,0.517,5,12,1,40.0
28,1,4,0.547,5,13,1,47.0
28,1,4,0.639,5,11,1,52.0
28,1,4,0.158,5,5,1,58.0
21,2,4,0.604,5,20,1,26.0
24,2,4,0.375,5,7,1,30.0
26,2,4,0.275,5,4,1,32.0
26,2,4,0.481,5,16,1,33.0
27,2,4,0.199,5,2,1,34.0
28,1,4,0.366,5,14,1,42.0
28,1,4,0.527,5,11,1,60.0
14,2,4,0.738,5,10,1,18.0
16,2,4,0.515,5,13,1,20.0
28,1,4,0.16,5,22,1,41.0
28,1,4,0.575,5,18,1,42.0
28,1,4,0.58,5,20,1,47.0
28,1,4,0.541,5,21,1,50.0
28,1,4,0.457,5,8,1,56.0
28,1,4,0.324,5,16,1,56.0
17,2,4,0.427,5,8,1,21.0
23,2,4,0.531,5,19,1,29.0
24,2,4,0.114,5,2,1,30.0
28,1,4,0.282,5,0,1,37.0
10,2,4,0.338,5,6,1,12.0
13,2,4,0.705,5,21,1,16.0
14,2,4,0.636,5,11,1,17.0
23,2,4,0.116,5,22,1,29.0
28,1,4,0.291,5,4,1,45.0
28,1,4,0.149,5,3,1,56.0
28,1,4,0.272,5,3,1,60.0
14,2,4,0.542,5,11,1,17.0
15,2,4,0.713,5,20,1,19.0
22,2,4,0.303,5,16,1,27.0
26,2,4,0.202,5,22,1,33.0
28,1,4,0.692,5,11,1,38.0
28,1,4,0.287,5,4,1,40.0
28,1,4,0.282,5,22,1,40.0
28,1,4,0.264,5,22,1,44.0
28,1,4,0.478,5,8,1,46.0
28,1,4,0.34,5,15,1,50.0
28,1,4,0.571,5,12,1,52.0
9,2,4,0.358,5,15,1,11.0
17,2,4,0.594,5,20,1,21.0
23,2,4,0.179,5,3,1,29.0
26,2,4,0.209,5,5,1,32.0
28,1,4,0.332,5,7,1,41.0
28,1,4,0.673,5,21,1,46.0
28,1,4,0.134,5,23,1,49.0
28,1,4,0.162,5,4,1,50.0
28,1,4,0.626,5,21,1,58.0
28,1,4,0.699,5,11,1,59.0
9,2,4,0.685,5,13,1,11.0
14,2,4,0.229,5,23,1,18.0
15,2,4,0.131,5,3,1,19.0
16,2,4,0.209,5,23,1,20.0
18,2,4,0.117,5,2,1,23.0
25,2,4,0.594,5,11,1,31.0
28,1,4,0.383,5,6,1,37.0
28,1,4,0.308,5,14,1,38.0
28,1,4,0.568,5,13,1,38.0
28,1,4,0.291,5,22,1,42.0
28,1,4,0.491,5,8,1,56.0
28,1,4,0.17,5,4,1,57.0
13,2,4,0.309,5,8,1,16.0
16,2,4,0.545,5,9,1,20.0
27,2,4,0.598,5,21,1,34.0
28,2,4,0.49,5,6,1,35.0
28,1,4,0.535,5,17,1,39.0
28,1,4,0.691,5,9,1,50.0
28,1,4,0.527,5,11,1,55.0
28,1,4,0.296,5,2,1,60.0
8,2,4,0.176,5,2,1,10.0
22,2,4,0.255,5,1,1,27.0
28,2,4,0.586,5,20,1,35.0
28,2,4,0.226,5,1,1,35.0
28,1,4,0.548,5,17,1,42.0
28,1,4,0.129,5,22,1,59.0
10,2,4,0.488,5,14,1,12.0
10,2,4,0.484,5,15,1,12.0
13,2,4,0.477,5,16,1,16.0
22,2,4,0.656,5,17,1,27.0
24,2,4,0.262,5,2,1,30.0
28,1,4,0.517,5,11,1,36.0
28,1,4,0.167,5,3,1,38.0
28,1,4,0.578,5,18,1,40.0
28,1,4,0.227,5,0,1,45.0
28,1,4,0.589,5,11,1,48.0
10,2,4,0.33,5,6,1,13.0
18,2,4,0.419,5,8,1,22.0
26,2,4,0.704,5,9,1,32.0
27,2,4,0.176,5,5,1,34.0
28,1,4,0.533,5,19,1,38.0
28,1,4,0.549,5,9,1,49.0
28,1,4,0.559,5,11,1,55.0
8,2,4,0.36,5,7,1,10.0
14,2,4,0.229,5,2,1,17.0
26,2,4,0.65,5,10,1,33.0
28,1,4,0.439,5,7,1,47.0
28,1,4,0.591,5,10,1,51.0
10,2,4,0.465,5,6,1,13.0
28,2,4,0.551,5,21,1,35.0
28,1,4,0.617,5,17,1,38.0
28,1,4,0.7,5,19,1,37.0
8,2,4,0.545,5,19,1,10.0
28,1,4,0.322,5,7,1,42.0
28,1,4,0.277,5,2,1,51.0
24,2,4,0.169,5,22,1,30.0
28,1,4,0.671,5,10,1,43.0
14,2,4,0.305,5,15,1,17.0
28,1,4,0.673,5,11,1,38.0
28,1,4,0.579,5,10,1,42.0
28,2,4,0.311,5,15,1,35.0
16,2,4,0.222,5,5,1,20.0
22,2,4,0.148,5,4,1,28.0
28,1,4,0.177,5,23,1,39.0
28,1,4,0.116,5,4,1,57.0
24,2,4,0.537,5,21,1,30.0
28,1,4,0.574,5,12,1,45.0
11,2,4,0.118,5,0,1,14.0
28,1,4,0.482,5,14,1,55.0
28,1,4,0.502,5,11,1,58.0
28,1,4,0.397,5,16,1,42.0
28,1,4,0.531,5,13,1,54.0
22,2,4,0.577,5,19,1,27.0
27,2,4,0.485,5,14,1,34.0
28,1,4,0.54,5,19,1,44.0
28,1,4,0.741,5,17,1,51.0
28,1,4,0.341,5,15,1,38.0
28,1,4,0.248,5,1,1,54.0
28,1,4,0.209,5,3,1,36.0
11,2,4,0.277,5,3,1,14.0
28,1,4,0.638,5,9,1,45.0
18,2,4,0.634,5,12,1,23.0
18,2,4,0.339,5,15,1,23.0
28,1,4,0.333,5,15,1,37.0
24,2,4,0.729,5,9,1,30.0
24,2,4,0.366,5,7,1,30.0
18,2,4,0.374,5,7,1,23.0
14,2,4,0.252,5,0,1,18.0
28,1,4,0.585,5,12,1,48.0
21,2,4,0.29,5,3,1,26.0
28,1,4,0.684,5,9,1,41.0
28,1,4,0.219,5,0,1,48.0
28,1,4,0.276,5,3,1,36.0
28,1,4,0.31,5,7,1,37.0
28,1,4,0.151,5,4,1,49.0
26,2,4,0.393,5,15,1,32.0
22,2,4,0.145,5,2,1,27.0
28,1,4,0.249,5,23,1,54.0
14,2,4,0.73,5,12,1,17.0
28,1,4,0.185,5,3,1,49.0
19,2,4,0.586,5,21,1,24.0
28,1,4,0.74,5,21,1,56.0
28,1,4,0.189,5,3,1,38.0
23,2,4,0.198,5,0,1,29.0
22,2,4,0.17,5,23,1,27.0
15,2,4,0.282,5,22,1,19.0
19,2,4,0.414,5,16,1,24.0
28,1,4,0.252,5,3,1,40.0
28,1,4,0.462,5,14,1,45.0
28,1,4,0.585,5,20,1,47.0
27,2,4,0.608,5,10,1,34.0
28,1,4,0.712,5,13,1,39.0
28,1,4,0.373,5,8,1,50.0
28,1,4,0.459,5,8,1,53.0
28,1,4,0.288,5,3,1,52.0
21,2,4,0.425,5,7,1,26.0
28,1,4,0.448,5,16,1,43.0
28,1,4,0.261,5,5,1,53.0
28,1,4,0.269,5,2,1,51.0
16,2,4,0.599,5,12,1,20.0
18,2,4,0.513,5,20,1,22.0
11,2,4,0.18,5,2,1,14.0
28,1,4,0.235,5,2,1,36.0
28,1,4,0.19,5,5,1,48.0
28,1,4,0.45,5,8,1,45.0
28,1,4,0.371,5,14,1,59.0
27,2,4,0.659,5,12,1,34.0
28,1,4,0.547,5,9,1,44.0
28,1,4,0.25,5,4,1,37.0
28,1,4,0.409,5,14,1,54.0
23,2,4,0.551,5,17,1,29.0
28,1,4,0.573,5,13,1,39.0
28,2,4,0.25,5,4,1,35.0
10,2,4,0.397,5,14,1,12.0
10,2,4,0.343,5,14,1,13.0
22,2,4,0.293,5,22,1,28.0
26,2,4,0.443,5,15,1,33.0
28,1,4,0.739,5,13,1,45.0
28,1,4,0.607,5,21,1,39.0
28,1,4,0.619,5,13,1,55.0
8,2,4,0.724,5,17,1,10.0
28,1,4,0.631,5,18,1,49.0
8,2,4,0.441,5,14,1,10.0
17,2,4,0.563,5,13,1,21.0
28,1,4,0.612,5,20,1,38.0
14,1,3,0.325,1,7,2,46.0
9,2,3,0.341,1,15,2,29.0
17,1,3,0.1,1,2,2,57.0
18,1,3,0.308,1,14,2,59.0
4,2,3,0.295,1,5,2,12.0
7,2,3,0.561,1,18,2,22.0
8,2,3,0.666,1,21,2,28.0
15,1,3,0.268,1,3,2,51.0
12,1,3,0.41,1,15,2,40.0
4,2,3,0.538,1,10,2,12.0
16,1,3,0.246,1,5,2,54.0
6,2,3,0.65,1,9,2,21.0
7,2,3,0.246,1,22,2,23.0
6,2,3,0.692,1,13,2,21.0
11,1,3,0.744,1,17,2,36.0
6,2,3,0.215,1,23,2,21.0
12,1,3,0.585,1,12,2,41.0
3,2,3,0.662,1,18,2,11.0
11,1,3,0.314,1,8,2,36.0
4,2,3,0.279,1,4,2,13.0
16,1,3,0.324,1,15,2,54.0
14,1,3,0.166,1,23,2,45.0
4,2,3,0.704,1,9,2,15.0
9,2,3,0.219,1,4,2,30.0
16,1,3,0.179,1,1,2,53.0
9,2,3,0.618,1,20,2,30.0
5,2,3,0.471,1,14,2,16.0
17,1,3,0.168,1,3,2,56.0
4,2,3,0.717,1,20,2,14.0
13,1,3,0.318,1,16,2,43.0
14,1,3,0.255,1,5,2,48.0
16,1,3,0.712,1,21,2,55.0
15,1,3,0.136,1,23,2,49.0
4,2,3,0.386,1,7,2,15.0
4,2,3,0.133,1,1,2,13.0
11,1,3,0.677,1,12,2,37.0
10,2,3,0.634,1,18,2,34.0
14,1,3,0.227,1,0,2,48.0
4,2,3,0.139,1,23,2,15.0
6,2,3,0.142,1,22,2,21.0
9,2,3,0.51,1,19,2,30.0
17,1,3,0.581,1,9,2,58.0
4,2,3,0.64,1,13,2,15.0
16,1,3,0.272,1,0,2,53.0
13,1,3,0.433,1,14,2,44.0
3,2,3,0.387,1,6,2,11.0
8,2,3,0.738,1,19,2,26.0
11,1,3,0.444,1,16,2,37.0
6,2,3,0.486,1,15,2,19.0
9,2,3,0.632,1,12,2,31.0
6,2,3,0.565,1,13,2,19.0
6,2,3,0.111,1,3,2,21.0
6,2,3,0.682,1,9,2,21.0
7,2,3,0.324,1,16,2,24.0
15,1,3,0.161,1,1,2,50.0
17,1,3,0.406,1,7,2,58.0
12,1,3,0.641,1,20,2,39.0
15,1,3,0.65,1,9,2,51.0
15,1,3,0.542,1,17,2,51.0
16,1,3,0.595,1,11,2,53.0
7,2,3,0.223,1,1,2,22.0
18,1,3,0.742,1,13,2,60.0
10,2,3,0.446,1,6,2,32.0
12,1,3,0.731,1,18,2,40.0
5,2,3,0.691,1,17,2,18.0
4,2,3,0.218,1,1,2,13.0
11,1,3,0.548,1,9,2,37.0
7,2,3,0.233,1,23,2,22.0
6,2,3,0.656,1,21,2,21.0
4,2,3,0.42,1,8,2,13.0
8,2,3,0.398,1,14,2,27.0
18,1,3,0.206,1,3,2,60.0
4,2,3,0.367,1,8,2,15.0
14,1,3,0.204,1,23,2,45.0
11,1,4,0.34,0,16,4,57.0
11,1,4,0.461,0,8,4,57.0
2,2,4,0.546,0,17,4,11.0
8,1,4,0.317,0,15,4,39.0
9,1,4,0.609,0,10,4,43.0
3,2,4,0.232,0,0,4,14.0
4,2,4,0.188,0,2,4,20.0
10,1,4,0.155,0,22,4,52.0
5,2,4,0.64,0,20,4,27.0
9,1,4,0.169,0,4,4,45.0
9,1,4,0.733,0,9,4,47.0
7,2,4,0.285,0,1,4,34.0
10,1,4,0.4,0,7,4,50.0
8,1,4,0.366,0,6,4,41.0
3,2,2,0.247,0,0,2,15.0
11,1,2,0.509,0,17,2,53.0
10,1,2,0.195,0,3,2,52.0
28,1,4,0.584,5,10,1,55.0
28,1,4,0.284,5,2,1,55.0
28,1,4,0.503,5,19,1,52.0
9,2,3,0.211,1,2,2,31.0
12,1,3,0.685,1,21,2,41.0
13,1,5,0.197,2,4,3,39.0
25,2,4,0.521,5,18,1,31.0
26,2,4,0.294,5,23,1,32.0
26,2,4,0.404,5,7,1,32.0
28,1,4,0.223,5,3,1,37.0
9,2,5,0.147,2,23,3,26.0
2,2,3,0.397,0,7,3,10.0
28,1,4,0.607,5,11,1,38.0
27,2,4,0.315,5,8,1,34.0
5,2,3,0.321,1,7,2,18.0
11,0,3,0.709,0,21,3,55.0
9,1,3,0.56,0,12,3,44.0
3,1,3,0.549,0,9,3,13.0
7,1,3,0.201,0,2,3,37.0
9,1,3,0.692,0,18,3,44.0
7,1,3,0.515,0,10,3,33.0
6,1,3,0.644,0,17,3,32.0
11,0,3,0.124,0,22,3,55.0
9,1,3,0.509,0,13,3,44.0
2,1,3,0.513,0,12,3,10.0
9,1,3,0.267,0,23,3,45.0
11,0,3,0.324,0,6,3,57.0
5,1,3,0.511,0,19,3,26.0
3,1,3,0.188,0,4,3,13.0
11,0,3,0.711,0,20,3,56.0
10,1,3,0.566,0,18,3,48.0
9,1,3,0.605,0,9,3,43.0
6,1,3,0.308,0,16,3,32.0
7,1,3,0.39,0,16,3,34.0
7,1,3,0.216,0,5,3,34.0
9,1,3,0.414,0,14,3,45.0
3,1,3,0.366,0,15,3,14.0
3,1,3,0.163,0,22,3,16.0
7,1,3,0.527,0,17,3,35.0
4,1,3,0.592,0,21,3,19.0
11,0,3,0.525,0,13,3,53.0
4,1,5,0.692,2,17,3,11.0
6,1,5,0.742,2,17,3,19.0
12,1,5,0.494,2,15,3,37.0
16,1,5,0.273,2,5,3,47.0
6,1,5,0.65,2,17,3,19.0
8,1,5,0.675,2,9,3,24.0
11,1,5,0.357,2,7,3,34.0
9,1,5,0.226,2,5,3,28.0
12,1,5,0.191,2,4,3,36.0
13,1,5,0.396,2,15,3,40.0
4,1,5,0.689,2,20,3,11.0
12,1,5,0.156,2,22,3,35.0
12,1,5,0.164,2,4,3,35.0
14,1,5,0.285,2,3,3,43.0
7,1,5,0.111,2,0,3,21.0
15,1,5,0.197,2,4,3,45.0
13,1,5,0.728,2,17,3,40.0
19,0,5,0.653,2,12,3,56.0
6,1,5,0.209,2,4,3,18.0
13,1,5,0.562,2,19,3,38.0
17,1,5,0.586,2,19,3,50.0
18,0,5,0.713,2,18,3,55.0
7,1,5,0.412,2,8,3,21.0
9,1,5,0.203,2,5,3,26.0
20,0,5,0.12,2,0,3,60.0
18,0,5,0.303,2,15,3,53.0
19,0,5,0.493,2,6,3,56.0
5,1,5,0.594,2,18,3,15.0
9,1,5,0.651,2,18,3,26.0
9,1,5,0.52,2,17,3,27.0
17,0,5,0.671,2,21,3,51.0
4,1,5,0.733,2,12,3,12.0
5,1,5,0.644,2,18,3,14.0
16,1,5,0.125,2,3,3,48.0
17,0,5,0.216,2,22,3,51.0
7,1,5,0.253,2,1,3,22.0
4,1,5,0.602,2,19,3,13.0
10,1,5,0.276,2,2,3,31.0
17,0,5,0.23,2,2,3,52.0
20,0,5,0.28,2,5,3,59.0
14,1,5,0.425,2,16,3,43.0
8,1,5,0.326,2,14,3,24.0
17,1,5,0.362,2,6,3,50.0
10,1,5,0.55,2,20,3,31.0
10,1,5,0.727,2,18,3,31.0
14,1,5,0.252,2,3,3,41.0
15,1,5,0.435,2,7,3,44.0
14,1,5,0.575,2,9,3,41.0
19,0,5,0.137,2,1,3,58.0
4,1,5,0.451,2,7,3,13.0
6,1,5,0.195,2,4,3,17.0
7,1,5,0.556,2,19,3,22.0
18,0,5,0.654,2,17,3,54.0
6,1,5,0.308,2,15,3,19.0
15,1,5,0.582,2,18,3,46.0
18,0,5,0.394,2,16,3,54.0
6,1,5,0.537,2,19,3,17.0
5,1,5,0.746,2,13,3,14.0
14,1,5,0.552,2,10,3,41.0
10,1,5,0.126,2,2,3,30.0
19,0,5,0.551,2,18,3,58.0
17,1,5,0.692,2,12,3,50.0
14,1,5,0.606,2,21,3,41.0
18,0,5,0.413,2,15,3,53.0
4,1,5,0.104,2,3,3,13.0
6,1,5,0.107,2,3,3,19.0
8,1,5,0.389,2,8,3,23.0
19,0,5,0.704,2,21,3,58.0
4,1,2,0.477,0,16,2,18.0
3,1,2,0.522,0,13,2,17.0
11,0,2,0.635,0,19,2,55.0
3,1,2,0.728,0,10,2,15.0
11,0,2,0.597,0,18,2,55.0
3,1,2,0.466,0,16,2,16.0
7,1,2,0.127,0,0,2,34.0
8,1,2,0.487,0,7,2,41.0
7,1,2,0.25,0,23,2,36.0
8,1,2,0.735,0,17,2,38.0
5,1,2,0.235,0,0,2,27.0
12,0,2,0.591,0,17,2,59.0
12,0,2,0.288,0,22,2,58.0
22,1,4,0.355,5,16,1,27.0
28,1,4,0.583,5,21,1,38.0
28,1,4,0.24,5,1,1,44.0
28,0,4,0.253,5,4,1,55.0
28,0,4,0.732,5,17,1,60.0
13,1,4,0.141,5,23,1,16.0
20,1,4,0.699,5,21,1,25.0
22,1,4,0.685,5,12,1,28.0
28,1,4,0.516,5,17,1,36.0
28,1,4,0.377,5,7,1,37.0
28,1,4,0.157,5,2,1,47.0
28,1,4,0.161,5,23,1,50.0
28,0,4,0.746,5,12,1,51.0
28,0,4,0.429,5,6,1,51.0
28,0,4,0.679,5,13,1,53.0
28,0,4,0.744,5,17,1,54.0
28,0,4,0.594,5,11,1,54.0
10,1,4,0.26,5,23,1,13.0
14,1,4,0.609,5,19,1,18.0
24,1,4,0.474,5,8,1,30.0
28,1,4,0.136,5,5,1,36.0
28,1,4,0.29,5,1,1,39.0
28,1,4,0.144,5,1,1,39.0
11,1,4,0.365,5,14,1,14.0
24,1,4,0.689,5,12,1,30.0
25,1,4,0.379,5,6,1,31.0
26,1,4,0.652,5,19,1,32.0
28,1,4,0.389,5,7,1,36.0
28,1,4,0.686,5,11,1,39.0
28,1,4,0.557,5,13,1,46.0
28,0,4,0.112,5,2,1,51.0
13,1,4,0.16,5,4,1,16.0
14,1,4,0.395,5,6,1,18.0
